TS,Track V, Car V, Car I
1609459235782,9.533617,4.983931,8.477729
1609459235908,9.362552,7.427646,10.089082
1609459235972,9.555549,7.256580,7.865415
1609459236100,9.923998,2.934981,1.965850
1609459236228,9.687138,5.084815,6.576333
1609459236292,9.546777,5.492741,8.091004
1609459236452,9.432733,6.563271,9.315633
1609459236516,9.630116,6.352729,7.414237
1609459236580,9.866976,5.150609,4.932754
1609459236645,9.770477,5.106747,5.867338
1609459236709,9.704683,5.163768,6.479652
1609459236836,9.529231,5.975508,7.994323
1609459236965,9.454664,6.655384,8.735546
1609459237092,9.296757,9.209031,10.250216
1609459237220,9.419574,9.323075,8.993362
1609459237284,9.586252,9.489754,7.446464
1609459237412,9.981019,6.593976,3.609430
1609459237543,9.959088,3.136751,1.804715
1609459237671,9.994179,2.899891,3.609430
1609459237735,9.831885,4.957613,5.029435
1609459237863,9.564322,4.461687,7.478691
1609459237929,9.480982,5.102360,8.445501
1609459238095,9.419574,6.295708,9.122271
1609459238223,9.327461,7.427646,10.024628
1609459238351,9.345006,9.239735,9.895720
1609459238479,5.778124,5.756193,3.383841
