TS,Track V, Car V, Car I
1609459240921,9.937157,7.173241,3.482536
1609459241049,9.915225,6.115869,3.708125
1609459241177,9.875749,6.835496,4.094850
1609459241305,9.757318,8.024457,5.287251
1609459241433,9.783636,7.835572,4.964981
1609459241561,9.634502,9.551163,6.382971
1609459241779,9.752932,8.028843,5.287251
1609459241843,9.783636,7.919186,4.997208
1609459241907,9.731001,8.533267,5.480613
1609459242035,9.638888,9.555549,6.254063
1609459242099,9.700296,9.625730,5.706203
1609459242163,9.709069,9.638888,5.545067
1609459242300,9.761704,9.691524,5.029435
1609459242364,9.774863,9.709069,4.900527
1609459242428,9.783636,9.726614,4.771618
1609459242492,9.770477,9.700296,4.997208
1609459242557,9.792409,9.726614,4.707164
1609459242620,9.761704,9.695910,4.964981
1609459242684,9.801182,9.739774,4.674937
1609459242748,9.770477,9.709069,4.964981
1609459242813,9.774863,9.713455,4.868299
1609459242876,9.880135,8.445541,3.998169
1609459243032,9.937157,5.220790,3.353628
1609459243096,9.805568,6.256230,4.674937
1609459243160,9.831885,6.014985,4.417120
1609459243224,9.809954,6.203595,4.642710
1609459243290,9.809954,6.234299,4.578256
1609459243352,9.766091,6.400979,5.029435
1609459243416,9.761704,6.620294,5.190570
1609459243480,9.722228,7.037266,5.545067
1609459243544,9.726614,7.291671,5.416159
1609459243608,9.673979,8.072706,5.964019
1609459243736,9.634502,9.559935,6.221836
1609459243800,9.700296,9.625730,5.609521
1609459243864,9.757318,9.678365,5.190570
1609459243928,9.989792,9.941543,2.771527
1609459243992,9.761704,9.691524,5.029435
1609459244056,9.774863,9.709069,4.900527
1609459244220,9.805568,9.744160,4.578256
1609459244348,9.809954,9.739774,4.642710
1609459244412,9.801182,9.731001,4.707164
1609459244540,9.814340,9.748546,4.578256
1609459244604,9.814340,9.757318,4.513802
1609459244668,9.981019,6.655384,2.932662
1609459244732,9.959088,2.553373,1.353536
1609459244860,9.827499,6.844269,4.513802
1609459244988,9.902066,5.953577,3.740352
1609459245052,9.972247,1.895155,1.708034
1609459245182,9.823112,5.997439,4.642710
1609459245308,9.866976,5.738647,4.191531
1609459245437,9.744160,5.957963,5.416159
1609459245501,9.669593,7.182014,6.221836
1609459245629,9.665206,8.322725,6.286290
1609459245694,9.726614,8.142886,5.609521
1609459245853,9.722228,8.765741,5.609521
1609459245981,9.757318,9.691524,5.255024
1609459246109,9.967861,5.111133,3.126024
1609459246237,9.801182,7.107446,4.868299
1609459246301,9.809954,7.059197,4.739391
1609459246430,9.739774,6.923222,5.480613
1609459246557,9.673979,8.625380,6.060700
1609459246685,9.862590,8.533267,4.255985
1609459246813,9.959088,5.598011,3.126024
1609459246941,9.792409,7.774164,4.900527
1609459247069,9.656433,9.564322,6.221836
1609459247198,9.713455,9.638888,5.512840
1609459247326,9.739774,9.660820,5.351705
1609459247454,9.967861,6.076393,3.126024
1609459247582,9.726614,8.169205,5.545067
1609459247710,9.643275,9.573094,6.221836
1609459247838,9.735387,9.638888,5.512840
1609459247966,9.744160,9.669593,5.222797
1609459248094,9.783636,9.713455,4.803845
1609459248222,9.770477,9.704683,4.868299
1609459248350,9.770477,9.709069,4.932754
1609459248478,9.783636,9.722228,4.803845
1609459248606,9.967861,2.505124,1.385763
1609459248735,9.748546,6.774088,5.222797
1609459248863,9.884521,5.181314,3.869261
1609459248992,9.757318,6.229913,5.158343
1609459249120,9.704683,7.265353,5.673975
1609459249248,9.625730,8.471859,6.318517
1609459249376,9.673979,9.603798,5.802884
1609459249504,9.726614,9.647661,5.448386
1609459249632,9.757318,9.687138,5.093889
1609459249760,9.761704,9.704683,4.964981
1609459249890,9.783636,9.722228,4.803845
1609459250018,9.814340,9.744160,4.546029
1609459250146,9.801182,9.731001,4.739391
1609459250274,9.994179,6.054461,2.739300
1609459250402,9.888907,5.852691,3.901488
1609459250530,9.910838,5.128678,3.643671
1609459250658,9.831885,5.699171,4.449347
1609459250787,9.884521,5.426946,3.998169
1609459250915,9.853817,5.686012,4.255985
1609459251043,9.814340,6.339571,4.707164
1609459251172,9.669593,7.146924,6.221836
1609459251300,9.630116,8.042002,6.576333
1609459251428,9.656433,9.568707,6.318517
1609459251557,9.779250,9.704683,5.061662
1609459251686,9.722228,9.638888,5.609521
1609459251814,9.989792,4.690049,2.739300
1609459251942,9.831885,5.940417,4.513802
1609459252070,9.801182,5.931645,4.739391
1609459252198,9.687138,7.124991,5.996246
1609459252398,9.880135,7.423260,3.965942
1609459252526,9.875749,6.892518,4.094850
1609459252590,9.792409,7.712756,4.932754
1609459252654,9.757318,8.191136,5.158343
1609459252718,9.766091,8.305180,5.158343
1609459252782,9.700296,8.800832,5.706203
1609459252846,9.695910,9.621343,5.738430
1609459252910,9.713455,9.643275,5.480613
1609459252974,9.704683,9.630116,5.673975
1609459253038,9.726614,9.656433,5.448386
1609459253102,9.726614,9.656433,5.448386
1609459253166,9.726614,9.656433,5.448386
1609459253230,9.954701,6.300094,3.190478
1609459253382,9.599412,9.511686,6.640787
1609459253446,9.678365,9.603798,5.802884
1609459253510,9.687138,9.608185,5.802884
1609459253574,9.660820,9.586252,5.996246
1609459253639,9.731001,9.660820,5.319478
1609459253702,9.845044,9.779250,4.352666
1609459253831,9.761704,9.695910,4.997208
1609459253896,9.774863,9.704683,4.932754
1609459254023,9.766091,9.700296,4.932754
1609459254087,9.774863,9.709069,4.868299
1609459254151,9.774863,9.700296,4.900527
1609459254215,9.770477,9.704683,4.932754
1609459254279,9.945929,7.024107,3.222705
1609459254345,9.967861,2.548987,1.353536
1609459254407,9.932771,5.071656,3.418082
1609459254535,9.862590,5.584853,4.127077
1609459254692,9.739774,6.449227,5.255024
1609459254756,9.735387,6.734337,5.416159
1609459254820,9.669593,8.116569,6.092927
1609459254948,9.630116,9.546777,6.447425
1609459255076,9.700296,9.625730,5.706203
1609459255140,9.713455,9.643275,5.512840
1609459255205,9.994179,9.945929,2.771527
1609459255269,9.761704,9.691524,5.093889
1609459255334,9.774863,9.704683,4.932754
1609459255397,9.783636,9.726614,4.739391
1609459255525,9.783636,9.722228,4.771618
1609459255589,9.818727,9.748546,4.578256
1609459255653,9.827499,9.761704,4.546029
1609459255781,9.809954,9.744160,4.578256
1609459255909,9.831885,9.766091,4.449347
1609459256037,9.941543,7.291671,3.418082
1609459256192,9.963474,2.259491,1.450217
1609459256257,9.928384,4.554073,3.482536
1609459256384,9.941543,4.501438,3.385855
1609459256512,9.788022,5.514672,4.932754
1609459256641,9.744160,6.659770,5.416159
1609459256769,9.770477,6.611521,5.190570
1609459256897,9.678365,8.002525,6.189609
1609459257025,9.757318,8.226227,5.351705
1609459257153,9.989792,4.470459,2.513710
1609459257282,9.976633,1.386344,2.062531
1609459257410,9.880135,3.474770,4.062623
1609459257538,9.989792,0.644786,2.449256
1609459257666,9.994179,0.250019,2.610391
1609459257794,10.002951,0.048249,2.739300
1609459257922,9.998565,0.052636,2.835981
1609459258050,10.002951,0.052636,2.771527
1609459258178,9.994179,0.052636,2.739300
1609459258306,9.994179,0.052636,2.739300
1609459258434,9.994179,0.052636,2.771527
1609459258562,9.994179,0.052636,2.707072
1609459258691,9.994179,0.052636,2.771527
1609459258819,10.002951,0.052636,2.803754
1609459258947,9.994179,0.052636,2.739300
1609459259075,10.002951,0.052636,2.771527
1609459259203,9.994179,0.052636,2.739300
1609459259331,9.994179,0.052636,2.803754
1609459259459,9.998565,0.052636,2.739300
1609459259587,9.994179,0.052636,2.739300
1609459259715,9.989792,0.052636,2.739300
1609459259843,9.981019,0.052636,2.771527
1609459259971,9.967861,0.052636,2.771527
