TS,Track V, Car V, Car I
1609459243879,9.809954,4.773388,5.468528
1609459244007,9.779250,5.343606,5.823026
1609459244199,9.779250,5.764966,5.887480
1609459244327,9.805568,6.260617,5.661891
1609459244455,9.981019,1.728475,1.695949
1609459244583,9.809954,4.110783,5.629663
1609459244711,9.849430,4.834796,5.500755
1609459244839,9.774863,4.931295,6.016388
1609459244968,9.801182,5.457650,5.984161
1609459245095,9.744160,5.721103,6.564248
1609459245224,9.906452,4.786547,4.501717
1609459245352,9.831885,4.338871,5.436301
1609459245480,9.919611,4.281848,4.533944
1609459245608,9.849430,4.220440,5.468528
1609459245736,9.761704,4.268690,6.241977
1609459245864,9.726614,5.225177,6.564248
1609459245992,9.621343,6.743383,7.498832
1609459246184,9.766091,7.094288,5.823026
1609459246312,9.994179,2.096924,1.244770
1609459246440,10.016109,1.096574,2.404944
1609459246568,10.029269,0.057022,3.565118
1609459246697,9.858203,4.926908,4.920668
1609459246825,9.757318,4.720753,5.951934
1609459246953,9.586252,4.918136,7.692194
1609459247094,9.634502,5.813214,7.402151
1609459247222,9.954701,2.048675,1.663722
1609459247350,9.792409,4.992703,5.597436
1609459247478,9.695910,5.176928,6.564248
1609459247607,9.599412,6.019371,7.434378
1609459247735,9.652047,7.563621,7.079881
1609459247863,9.603798,8.274475,7.531059
1609459247991,9.612571,9.529231,7.144335
1609459248183,9.959088,2.715666,0.600229
1609459248313,9.880135,4.391506,4.856214
1609459248442,9.752932,5.448878,6.048615
1609459248570,9.673979,6.256230,6.789837
1609459248698,9.652047,6.888132,7.079881
1609459248826,9.691524,7.616257,6.596475
1609459248955,9.660820,8.081478,6.886518
1609459249083,9.559935,9.472209,7.853330
1609459249212,9.682751,9.603798,6.564248
1609459249340,9.976633,4.044989,-0.140993
1609459249468,10.002951,4.896204,3.887388
1609459249597,9.875749,5.466423,5.049576
1609459249727,9.831885,5.659694,5.339620
1609459249855,9.779250,6.150959,5.984161
1609459249983,9.809954,6.484318,5.661891
1609459250207,9.959088,1.982881,1.405905
1609459250335,9.875749,3.803742,5.081803
1609459250399,9.792409,4.180964,5.887480
1609459250464,9.735387,4.417824,6.403112
1609459250528,9.704683,5.080429,6.693156
1609459250593,9.731001,5.203245,6.338658
1609459250656,9.713455,5.664080,6.628702
1609459250720,9.757318,5.642149,6.532021
1609459250784,9.972247,4.545300,4.340581
1609459250912,10.033655,1.526706,3.532891
1609459250976,9.932771,5.229563,4.469490
1609459251040,9.766091,4.189736,6.016388
1609459251104,9.831885,3.553723,5.371847
1609459251168,9.796795,3.930945,5.694118
1609459251232,9.774863,4.123942,5.887480
1609459251392,9.709069,4.970771,6.918746
1609459251456,9.713455,5.396242,6.789837
1609459251520,9.704683,5.826374,6.628702
1609459251648,9.691524,6.330798,6.660929
1609459251713,9.695910,6.554499,6.725383
1609459251777,9.744160,6.615907,6.177523
1609459251905,9.959088,2.162719,1.212543
1609459252034,10.016109,2.360376,3.565118
1609459252098,9.814340,4.062534,5.726345
1609459252162,9.928384,4.018671,4.598398
1609459252290,10.029269,9.616957,3.565118
1609459252354,9.748546,4.036216,5.887480
1609459252482,9.638888,5.233949,7.079881
1609459252548,9.652047,5.743034,6.918746
1609459252674,9.845044,4.931295,5.146257
1609459252881,9.809954,4.589163,5.565209
1609459253010,9.726614,4.948840,6.403112
1609459253138,9.634502,5.567308,7.176562
1609459253266,9.546777,7.335534,8.111147
1609459253394,9.695910,7.620643,6.660929
1609459253522,9.660820,8.230613,6.854291
1609459253586,9.985406,6.510636,3.790707
1609459253650,10.002951,2.592850,0.696910
1609459253714,10.007337,2.000426,1.405905
1609459253842,9.849430,4.808478,5.339620
1609459253970,9.752932,5.054111,5.726345
1609459254034,9.761704,5.255881,5.855253
1609459254162,9.726614,5.725489,6.209750
1609459254290,9.673979,6.453614,6.918746
1609459254354,9.586252,7.160082,7.724422
1609459254482,9.555549,8.533267,7.788876
1609459254611,9.704683,9.638888,6.467566
1609459254676,10.024882,9.981019,3.565118
1609459254803,9.700296,9.621343,6.370885
1609459254931,9.950315,3.492315,-0.334356
1609459255059,9.967861,5.326061,4.308354
1609459255187,9.853817,5.830760,5.371847
