TS,Track V,Car V,Car I
1609459282265,12.762754,2.562146,3.637629
1609459282330,12.354828,5.527831,5.895536
1609459282393,12.556599,8.151659,5.283223
1609459282457,12.060673,8.248158,8.086976
1609459282586,11.902765,9.827499,8.924879
1609459282744,12.872412,4.856728,3.476493
1609459282808,12.811005,0.460561,1.2206
1609459282872,12.381146,7.142537,6.153353
1609459282936,12.284373,8.199909,6.862348
1609459283001,12.271214,9.573094,6.765667
1609459283064,12.301919,9.994179,6.668986
1609459283129,12.218579,10.130428,7.152391
1609459283256,12.797845,5.918486,4.024353
1609459283320,12.811005,0.421084,1.478416
1609459283385,12.543439,5.510286,5.154314
1609459283449,12.345782,6.787247,5.959991
1609459283577,12.389918,5.971122,5.444358
1609459283705,12.113308,6.164119,7.764705
1609459283769,12.008037,8.063933,8.473701
1609459283833,11.907153,10.130428,9.150469
1609459283897,12.214193,12.10015,7.668024
1609459284025,12.66187,0.50881,0.99501
1609459284090,12.683801,0.368449,1.76846
1609459284217,12.372374,5.843919,5.508812
1609459284281,12.249284,5.892168,6.73344
1609459284345,12.095762,8.357816,8.022522
1609459284409,11.749245,10.731351,10.020599
1609459284474,12.205421,12.108922,7.700251
1609459284538,12.350168,12.249284,7.023483
1609459284601,12.828549,8.072706,3.830991
1609459284729,12.727664,6.045688,4.251957
1609459284857,12.367988,8.06832,5.508812
1609459284986,12.161557,10.130428,7.506889
1609459285050,12.179103,11.727314,7.442435
1609459285178,12.126467,12.021196,7.990295
1609459285306,12.275601,12.179103,7.184618
1609459285434,12.517122,12.442554,5.508812
1609459285596,12.468873,12.398692,4.928725
1609459285724,12.477645,0.578991,0.543832
1609459285852,12.345782,8.678016,6.282261
1609459285980,12.354828,10.582216,6.411169
1609459286108,11.98172,11.872062,8.731517
1609459286236,12.179103,12.08699,7.571343
1609459286300,12.222966,12.135241,7.377981
1609459286428,12.482032,12.398692,5.895536
1609459286556,12.578529,12.486418,4.832044
1609459286684,12.622394,7.089901,3.637629
1609459286813,12.534667,0.482493,1.156146
1609459286941,12.490804,5.672853,4.606454
1609459287069,12.793459,11.481682,3.830991
1609459287197,12.060673,9.195872,8.248112
1609459287325,12.148398,10.226927,7.829159
1609459287453,12.806617,0.464948,1.252827
1609459287619,12.306305,7.686438,6.765667
1609459287747,12.266829,9.704683,6.926802
1609459287875,12.262443,9.74416,7.023483
1609459288003,12.811005,0.43863,1.381735
1609459288131,12.872412,2.132015,3.605402
1609459288259,12.490804,5.38747,5.476585
1609459288387,12.170331,8.327111,7.377981
1609459288515,11.920311,10.915574,9.118241
1609459288643,12.7803,6.839883,4.251957
1609459288771,12.824162,0.368449,1.76846
1609459288900,12.653096,5.159382,4.993179
1609459289028,12.161557,7.03288,7.635797
1609459289156,11.880835,11.76679,9.569421
1609459289284,12.363602,12.284373,6.797894
1609459289412,12.7803,0.587764,0.511604
1609459289541,12.556599,7.888482,5.541039
1609459289669,12.152785,9.853817,7.732478
