TS,Track V,Car V,Car I
1609460596383,11.709768,6.918836,10.052826
1609460596512,11.806268,8.458700,9.827237
1609460596576,11.986106,9.384483,8.860425
1609460596640,12.209807,10.007337,7.313527
1609460596705,12.859253,7.778550,3.605402
1609460596768,12.753982,3.382658,-0.036255
1609460596833,12.780300,2.676190,0.801648
1609460596897,12.846095,4.878659,3.702083
1609460596961,12.565371,5.422560,5.379904
1609460597025,12.407464,5.589239,6.217807
1609460597089,12.244898,5.918486,7.120164
1609460597298,11.582566,8.305180,10.794048
1609460597362,11.731700,8.432383,9.923918
1609460597426,11.679065,9.345006,10.439550
1609460597490,11.889607,9.954701,9.343831
1609460597554,12.205421,9.766091,7.635797
1609460597618,12.863640,6.624680,3.508720
1609460597682,12.758368,3.237636,0.221561
1609460597746,12.789072,2.606009,0.866102
1609460597810,12.797845,2.215354,1.285054
1609460597874,12.811005,1.763566,1.768460
1609460597940,12.828549,1.311777,2.284092
1609460598066,12.591689,3.632677,5.186542
1609460598131,12.359216,3.781811,6.475623
1609460598194,12.008037,4.729525,8.441474
1609460598259,11.964174,5.290971,8.538155
1609460598389,12.363602,5.800056,6.507850
1609460598451,12.802231,1.969722,1.446189
1609460598579,12.569757,3.422134,5.218769
1609460598643,12.113308,4.817251,7.764705
1609460598707,12.323850,5.080429,6.701213
1609460598771,12.218579,5.387470,7.249073
1609460598835,12.170331,5.321675,7.313527
1609460598963,12.416237,5.269040,6.056672
1609460599091,12.819777,1.390730,2.187411
1609460599219,12.521508,3.518633,5.476585
1609460599347,11.915925,4.926908,8.828198
1609460599475,11.832585,6.686088,9.504967
1609460599603,12.811005,1.908314,1.639551
1609460599731,12.718891,3.342907,4.380865
1609460599860,12.165943,4.497051,7.377981
1609460600052,11.705382,7.769777,10.246188
1609460600180,12.775914,2.860414,0.576059
1609460600308,12.863640,3.342907,3.605402
1609460600436,12.543439,5.076043,5.444358
1609460600564,12.029969,5.655308,8.151430
1609460600692,11.784335,7.300443,9.666101
1609460600820,11.806268,8.910489,9.730556
1609460600948,12.122081,9.634502,7.925841
1609460601077,12.767140,3.233249,0.221561
1609460601205,12.780300,4.961999,4.121034
1609460601333,12.569757,4.676889,5.347677
1609460601461,12.271214,5.492741,6.959029
1609460601589,11.845744,7.379397,9.376059
1609460601717,11.736087,8.590289,10.052826
1609460601845,12.060673,10.038041,8.409246
1609460602039,12.780300,2.785847,0.704967
1609460602166,12.811005,1.886382,1.671778
1609460602294,12.837321,1.162643,2.445228
1609460602429,12.596075,5.111133,5.122087
1609460602557,11.986106,4.931295,8.699290
1609460602685,11.946630,6.427296,8.860425
1609460602813,12.815391,1.895155,1.704005
1609460602941,12.144012,4.826024,7.796932
1609460603070,12.201034,5.712330,7.474662
1609460603198,12.012424,6.422910,8.441474
1609460603326,12.815391,1.614432,1.961822
1609460603454,12.635551,3.593200,4.993179
1609460603582,12.350168,4.005512,6.636759
1609460603710,11.718542,6.129028,10.020599
1609460603838,12.618006,5.567308,5.089860
1609460604031,12.859253,2.570919,3.573174
1609460604158,12.363602,4.163419,6.636759
1609460604287,11.705382,6.379047,10.310642
1609460604415,12.301919,7.392556,6.926802
1609460604543,12.797845,2.241672,1.285054
1609460604671,12.710119,4.523369,4.638681
1609460604799,12.381146,4.782161,6.507850
1609460604927,12.100150,5.764966,7.990295
1609460605055,11.687838,7.668893,10.310642
1609460605183,11.951015,9.147623,8.957107
1609460605311,12.749596,3.944104,-0.358526
1609460605439,12.789072,2.386694,0.769421
1609460605567,12.762754,4.773388,4.284184
1609460605695,12.464487,4.852342,6.024445
1609460605823,12.222966,5.861464,7.377981
1609460606018,11.714154,7.870936,9.956145
1609460606145,12.060673,8.563972,8.280338
1609460606275,12.863640,7.274126,3.573174
1609460606401,12.789072,2.483193,0.995010
1609460606531,12.815391,1.667067,1.897368
1609460606658,12.854867,0.473720,3.186450
1609460606786,12.749596,4.790933,4.348638
1609460606914,12.288760,3.057798,6.991256
1609460607042,12.091376,4.698821,7.893613
1609460607170,12.113308,5.032180,7.732478
1609460607298,12.407464,5.207632,6.282261
1609460607428,12.824162,1.412662,2.155184
1609460607558,12.253670,4.514596,7.055710
1609460607622,12.170331,5.282198,7.668024
1609460607686,12.201034,5.879009,7.313527
1609460607856,12.157171,5.879009,7.442435
1609460607920,12.828549,2.513897,2.316319
1609460607984,12.819777,1.526706,1.929595
1609460608048,12.828549,1.237210,2.348547
1609460608112,12.705732,3.057798,4.574227
1609460608176,12.473259,3.325362,5.895536
1609460608240,12.157171,3.987967,7.506889
1609460608304,11.951015,5.133064,8.634836
1609460608368,11.867676,5.462037,9.021561
1609460608497,12.815391,1.860064,1.736233
1609460608625,12.868026,2.162719,3.540947
1609460608753,12.675029,3.027094,4.767590
1609460608817,12.582915,3.171841,5.250996
1609460608881,12.552213,3.211318,5.379904
1609460608945,12.372374,3.404589,6.443396
1609460609108,11.608884,7.085515,10.665140
1609460609244,12.854867,4.518983,3.089769
1609460609308,12.793459,2.334058,1.156146
1609460609372,12.863640,3.233249,3.540947
1609460609436,12.745210,4.198509,4.348638
1609460609500,12.666256,4.330098,4.832044
1609460609564,12.556599,4.053761,5.541039
1609460609628,12.464487,4.457300,6.056672
1609460609756,11.858904,6.387819,9.311604
1609460609884,11.617657,8.199909,10.761821
1609460609949,11.771177,9.353779,9.923918
1609460610013,12.060673,9.428346,8.409246
1609460610141,12.753982,3.711630,-0.229618
1609460610205,12.780300,2.715666,0.801648
1609460610269,12.872412,4.088851,3.573174
1609460610461,12.512735,4.847955,5.766628
1609460610525,12.315078,5.624604,6.862348
1609460610589,12.095762,6.379047,8.151430
1609460610653,11.990492,6.615907,8.699290
1609460610782,11.573793,8.256930,10.729594
1609460610847,11.591338,9.147623,10.858502
1609460610974,12.205421,9.845044,7.571343
1609460611102,12.775914,2.939367,0.511604
1609460611230,12.802231,2.083765,1.446189
1609460611294,12.819777,1.631977,1.897368
1609460611422,12.705732,3.158682,4.638681
1609460611486,12.582915,3.492315,5.379904
1609460611614,12.293147,4.567232,7.055710
1609460611680,12.258057,4.501438,7.249073
1609460611806,12.161557,5.229563,7.764705
1609460611998,12.863640,2.105697,3.379812
1609460612062,12.372374,4.202895,6.572305
1609460612190,12.218579,5.317289,7.410208
1609460612318,12.135241,5.988667,7.861386
1609460612451,12.718891,4.457300,4.638681
1609460612579,12.863640,2.426171,3.508720
1609460612707,12.560985,4.018671,5.444358
1609460612835,12.253670,3.707243,7.216846
1609460612963,11.766790,6.265003,9.859464
1609460613091,12.793459,2.259491,1.220600
1609460613219,12.824162,1.412662,2.155184
1609460613348,12.543439,3.382658,5.573266
1609460613476,11.573793,6.304480,10.826275
1609460613604,11.850130,8.116569,9.666101
1609460613732,12.793459,2.509510,0.962783
1609460613924,12.613620,4.988317,5.122087
1609460614053,12.262443,5.356765,7.313527
1609460614181,11.880835,6.879359,9.311604
1609460614309,11.534317,9.099374,11.277453
1609460614437,12.279987,10.292721,7.023483
1609460614565,12.767140,3.224477,0.253788
1609460614693,12.793459,5.181314,4.024353
1609460614821,12.209807,6.339571,7.506889
1609460614949,12.381146,6.194822,6.572305
1609460615079,11.661519,7.133764,10.471778
1609460615207,11.227002,11.086640,14.405493
1609460615335,11.990492,11.867676,9.795010
1609460615463,12.758368,3.544950,-0.068482
1609460615591,12.802231,2.241672,1.317281
1609460615729,12.868026,2.566532,3.540947
1609460615921,12.464487,4.619867,6.540078
1609460616050,12.253670,4.997089,7.861386
1609460616178,12.872412,3.501088,3.605402
1609460616306,12.863640,2.053061,3.315358
1609460616434,12.275601,5.686012,7.732478
1609460616562,12.354828,6.221140,7.184618
1609460616690,12.547826,4.755843,5.895536
1609460616818,12.868026,1.917086,3.444266
1609460616946,12.732050,3.171841,4.574227
1609460617076,12.635551,3.628290,5.186542
1609460617204,12.486418,3.277112,6.217807
1609460617333,11.845744,5.804442,10.471778
1609460617461,12.868026,3.944104,3.444266
1609460617590,12.824162,1.478456,2.058503
1609460617718,12.451327,4.347643,6.443396
1609460617922,11.880835,6.278162,10.085053
1609460618050,12.165943,8.120955,8.248112
1609460618180,12.793459,2.369149,1.123919
1609460618308,12.556599,5.475195,5.669947
1609460618436,12.249284,5.703557,7.732478
1609460618500,12.025582,6.343956,9.053787
1609460618564,11.885221,7.230263,9.988372
1609460618630,11.630816,8.191136,11.277453
1609460618692,11.486068,9.937157,12.373175
1609460618756,11.841358,11.705382,10.085053
1609460618820,12.310692,10.827849,6.797894
1609460618885,12.824162,6.194822,1.929595
1609460618948,12.753982,3.663381,-0.229618
1609460619012,12.784686,2.684962,0.866102
1609460619076,12.846095,6.216754,3.702083
1609460619239,12.661870,3.356066,4.799817
1609460619303,12.517122,3.707243,5.605493
1609460619431,12.170331,4.812865,7.603570
1609460619495,12.201034,5.212018,7.506889
1609460619559,11.836971,6.572044,9.537193
1609460619687,11.398341,9.827499,12.405401
1609460619815,12.815391,8.221840,3.992126
1609460619879,12.753982,3.711630,-0.165164
1609460619943,12.784686,2.882345,0.640513
1609460620007,12.797845,2.237286,1.317281
1609460620071,12.811005,1.982881,1.575097
1609460620135,12.819777,1.702157,1.897368
1609460620201,12.828549,1.311777,2.284092
1609460620327,12.482032,4.185350,6.088899
1609460620455,12.416237,3.851992,6.443396
1609460620647,12.091376,5.738647,8.344792
1609460620776,12.819777,1.767952,1.832914
1609460620840,12.868026,2.741984,3.573174
1609460620904,12.323850,4.558459,7.023483
1609460621032,12.271214,6.124642,7.313527
1609460621096,12.161557,6.080779,7.893613
1609460621224,12.648710,4.926908,4.993179
1609460621290,12.819777,1.658295,1.929595
1609460621416,12.635551,3.838833,5.089860
1609460621544,12.521508,3.601972,5.669947
1609460621672,11.718542,6.111483,10.246188
1609460621828,12.837321,3.022707,2.284092
1609460621956,12.824162,1.522319,2.026276
1609460622020,12.868026,2.228513,3.540947
1609460622084,12.429397,3.755493,6.540078
1609460622276,12.174717,4.483618,7.700251
1609460622404,11.709768,7.668893,10.439550
1609460622532,12.784686,2.562146,0.962783
1609460622660,12.622394,5.040952,5.089860
1609460622788,12.433783,5.154996,6.217807
1609460622853,12.288760,5.277812,7.120164
1609460622981,11.744859,7.028493,9.762783
1609460623109,11.538703,8.884171,11.309681
1609460623237,12.126467,9.625730,8.183658
1609460623365,12.775914,3.022707,0.447150
1609460623493,12.837321,4.479232,3.766537
1609460623621,12.657484,4.821638,4.960952
1609460623749,12.477645,4.983931,6.024445
1609460623877,11.972946,6.343956,8.989333
1609460624005,11.639588,8.958738,10.794048
1609460624197,12.425009,10.678715,6.797894
1609460624325,12.762754,3.395817,-0.004028
1609460624454,12.793459,2.246332,1.252827
1609460624582,12.868026,2.790233,3.540947
1609460624710,12.582915,6.295708,5.444358
1609460624838,12.113308,5.413787,8.634836
1609460624966,12.354828,5.769351,7.120164
1609460625094,12.832935,1.746020,2.445228
1609460625222,12.249284,5.308516,7.732478
1609460625351,12.249284,6.295708,7.668024
1609460625479,12.310692,6.107097,7.313527
1609460625607,12.819777,1.535478,2.026276
1609460625735,12.661870,3.781811,5.057633
1609460625864,12.468873,3.193773,6.346715
1609460625992,11.551862,6.831110,11.986450
1609460626187,12.815391,1.750407,1.800687
1609460626313,12.490804,3.961649,6.121126
1609460626442,12.600461,3.457225,5.379904
1609460626570,11.253594,6.918836,13.567590
1609460626698,12.618006,6.914449,5.250996
